"","X","word","freq","type"
"49104","that","that",112,4
"49105","tasti","tasti",111,4
"49106","bad","bad",110,4
"49107","dine","dine",109,4
"49108","review","review",109,4
"49109","bite","bite",108,4
"49110","egg","egg",108,4
"49111","portion","portion",108,4
"49112","taco","taco",107,4
"49113","alway","alway",106,4
"49114","ever","ever",106,4
"49115","not","not",105,4
"49116","its","its",104,4
"49117","said","said",104,4
"49118","bread","bread",103,4
"49119","sinc","sinc",103,4
"49120","cant","cant",102,4
"49121","cook","cook",102,4
"49122","feel","feel",101,4
"49123","use","use",101,4
"49124","minut","minut",99,4
"49125","new","new",99,4
"49126","paella","paella",99,4
"49127","excel","excel",97,4
"49128","there","there",97,4
"49129","atmospher","atmospher",96,4
"49130","barcelona","barcelona",96,4
"49131","big","big",96,4
"49132","differ","differ",96,4
"49133","took","took",96,4
"49134","awesom","awesom",95,4
"49135","high","high",95,4
"49136","lot","lot",95,4
"49137","seat","seat",95,4
"49138","last","last",94,4
"49139","noth","noth",94,4
"49140","expect","expect",93,4
"49141","special","special",93,4
"49142","wine","wine",93,4
"49143","fresh","fresh",92,4
"49144","must","must",92,4
"49145","steak","steak",92,4
"49146","sweet","sweet",92,4
"49147","salad","salad",91,4
"49148","side","side",91,4
"49149","appet","appet",90,4
"49150","around","around",90,4
"49151","start","start",90,4
"49152","day","day",88,4
"49153","julian","julian",88,4
"49154","worth","worth",88,4
"49155","attent","attent",87,4
"49156","bartend","bartend",87,4
"49157","boiler","boiler",87,4
"49158","seem","seem",87,4
"49159","cool","cool",86,4
"49160","mani","mani",86,4
"49161","chef","chef",85,4
"49162","need","need",84,4
"49163","though","though",84,4
"49164","fish","fish",83,4
"49165","glass","glass",83,4
"49166","waitress","waitress",83,4
"49167","work","work",83,4
"49168","busi","busi",82,4
"49169","end","end",82,4
"49170","red","red",82,4
"49171","share","share",82,4
"49172","aria","aria",81,4
"49173","beef","beef",81,4
"49174","open","open",81,4
"49175","fun","fun",80,4
"49176","group","group",80,4
"49177","live","live",80,4
"49178","mushroom","mushroom",80,4
"49179","firefli","firefli",79,4
"49180","parti","parti",79,4
"49181","reason","reason",79,4
"49182","spanish","spanish",79,4
"49183","visit","visit",79,4
"49184","you","you",79,4
"49185","anoth","anoth",78,4
"49186","manag","manag",78,4
"49187","overal","overal",78,4
"49188","now","now",77,4
"49189","wonder","wonder",77,4
"49190","everi","everi",76,4
"49191","mac","mac",76,4
"49192","meat","meat",76,4
"49193","nugget","nugget",76,4
"49194","super","super",76,4
"49195","actual","actual",75,4
"49196","show","show",75,4
"49197","enough","enough",74,4
"49198","grill","grill",74,4
"49199","full","full",73,4
"49200","onion","onion",73,4
"49201","quit","quit",73,4
"49202","one","one",72,4
"49203","seafood","seafood",72,4
"49204","tuna","tuna",72,4
"49205","your","your",72,4
"49206","half","half",71,4
"49207","left","left",71,4
"49208","lobster","lobster",71,4
"49209","offer","offer",71,4
"49210","person","person",71,4
"49211","spot","spot",71,4
"49212","fantast","fantast",70,4
"49213","thought","thought",70,4
"49214","decid","decid",69,4
"49215","qualiti","qualiti",69,4
"49216","walk","walk",69,4
"49217","coupl","coupl",68,4
"49218","sandwich","sandwich",68,4
"49219","steampunk","steampunk",68,4
"49220","for","for",67,4
"49221","insid","insid",67,4
"49222","smoke","smoke",67,4
"49223","find","find",66,4
"49224","second","second",66,4
"49225","interest","interest",65,4
"49226","let","let",65,4
"49227","probabl","probabl",65,4
"49228","away","away",64,4
"49229","lamb","lamb",64,4
"49230","long","long",64,4
"49231","lunch","lunch",64,4
"49232","white","white",64,4
"49233","pepper","pepper",63,4
"49234","quick","quick",63,4
"49235","stop","stop",63,4
"49236","locat","locat",62,4
"49237","mayb","mayb",62,4
"49238","skewer","skewer",62,4
"49239","soup","soup",62,4
"49240","close","close",61,4
"49241","custom","custom",61,4
"49242","fan","fan",61,4
"49243","impress","impress",61,4
"49244","without","without",61,4
"49245","moonen","moonen",60,4
"49246","spici","spici",60,4
"49247","hard","hard",59,4
"49248","husband","husband",59,4
"49249","includ","includ",59,4
"49250","rib","rib",59,4
"49251","short","short",59,4
"49252","veri","veri",59,4
"49253","water","water",59,4
"49254","guy","guy",58,4
"49255","mix","mix",58,4
"49256","strip","strip",58,4
"49257","tomato","tomato",58,4
"49258","anyth","anyth",57,4
"49259","help","help",57,4
"49260","larg","larg",57,4
"49261","arriv","arriv",56,4
"49262","els","els",56,4
"49263","everyon","everyon",56,4
"49264","final","final",56,4
"49265","told","told",56,4
"49266","absolut","absolut",55,4
"49267","all","all",55,4
"49268","ambianc","ambianc",55,4
"49269","calamari","calamari",55,4
"49270","duck","duck",55,4
"49271","sit","sit",55,4
"49272","year","year",55,4
"49273","choic","choic",54,4
"49274","fill","fill",54,4
"49275","gave","gave",54,4
"49276","howev","howev",54,4
"49277","pork","pork",54,4
"49278","size","size",54,4
"49279","felt","felt",53,4
"49280","rice","rice",53,4
"49281","wife","wife",53,4
"49282","bill","bill",52,4
"49283","cours","cours",52,4
"49284","especi","especi",52,4
"49285","name","name",52,4
"49286","pan","pan",52,4
"49287","surpris","surpris",52,4
"49288","chorizo","chorizo",51,4
"49289","home","home",51,4
"49290","light","light",51,4
"49291","return","return",51,4
"49292","select","select",51,4
"49293","stay","stay",51,4
"49294","when","when",51,4
"49295","brought","brought",50,4
"49296","burger","burger",50,4
"49297","couldnt","couldnt",50,4
"49298","done","done",50,4
"49299","ice","ice",50,4
"49300","present","present",50,4
"49301","reserv","reserv",50,4
"49302","uniqu","uniqu",50,4
"49303","bring","bring",49,4
"49304","cevich","cevich",49,4
"49305","empanada","empanada",49,4
"49306","french","french",49,4
"49307","goat","goat",49,4
"49308","ill","ill",49,4
"49309","part","part",49,4
"49310","total","total",49,4
"49311","deal","deal",48,4
"49312","hot","hot",48,4
"49313","slider","slider",48,4
"49314","three","three",48,4
"49315","tot","tot",48,4
"49316","wrong","wrong",48,4
"49317","yelp","yelp",48,4
"49318","ate","ate",47,4
"49319","decent","decent",47,4
"49320","game","game",47,4
"49321","las","las",47,4
"49322","sat","sat",47,4
"49323","thank","thank",47,4
"49324","wish","wish",47,4
"49325","yummi","yummi",47,4
"49326","area","area",46,4
"49327","extrem","extrem",46,4
"49328","far","far",46,4
"49329","found","found",46,4
"49330","hope","hope",46,4
"49331","least","least",46,4
"49332","leav","leav",46,4
"49333","music","music",46,4
"49334","point","point",46,4
"49335","sever","sever",46,4
"49336","week","week",46,4
"49337","what","what",46,4
"49338","beer","beer",45,4
"49339","keep","keep",45,4
"49340","kind","kind",45,4
"49341","money","money",45,4
"49342","okay","okay",45,4
"49343","put","put",45,4
"49344","whiskey","whiskey",45,4
"49345","whole","whole",45,4
"49346","although","although",44,4
"49347","black","black",44,4
"49348","cake","cake",44,4
"49349","chocol","chocol",44,4
"49350","fine","fine",44,4
"49351","later","later",44,4
"49352","rick","rick",44,4
"49353","scallop","scallop",44,4
"49354","care","care",43,4
"49355","crispi","crispi",43,4
"49356","empti","empti",43,4
"49357","hungri","hungri",43,4
"49358","rememb","rememb",43,4
"49359","after","after",42,4
"49360","beauti","beauti",42,4
"49361","creami","creami",42,4
"49362","hous","hous",42,4
"49363","tell","tell",42,4
"49364","almost","almost",41,4
"49365","call","call",41,4
"49366","entre","entre",41,4
"49367","except","except",41,4
"49368","hand","hand",41,4
"49369","may","may",41,4
"49370","miss","miss",41,4
"49371","salmon","salmon",41,4
"49372","textur","textur",41,4
"49373","brava","brava",40,4
"49374","cream","cream",40,4
"49375","expens","expens",40,4
"49376","garlic","garlic",40,4
"49377","owner","owner",40,4
"49378","incred","incred",39,4
"49379","piec","piec",39,4
"49380","she","she",39,4
"49381","tender","tender",39,4
"49382","town","town",39,4
"49383","cooki","cooki",38,4
"49384","dri","dri",38,4
"49385","instead","instead",38,4
"49386","mandalay","mandalay",38,4
"49387","saturday","saturday",38,4
"49388","slow","slow",38,4
"49389","tater","tater",38,4
"49390","trip","trip",38,4
"49391","type","type",38,4
"49392","bottl","bottl",37,4
"49393","comfort","comfort",37,4
"49394","excit","excit",37,4
"49395","had","had",37,4
"49396","main","main",37,4
"49397","other","other",37,4
"49398","steam","steam",37,4
"49399","theme","theme",37,4
"49400","varieti","varieti",37,4
"49401","base","base",36,4
"49402","chip","chip",36,4
"49403","local","local",36,4
"49404","pay","pay",36,4
"49405","pleas","pleas",36,4
"49406","risotto","risotto",36,4
"49407","toast","toast",36,4
"49408","usual","usual",36,4
"49409","vibe","vibe",36,4
"49410","either","either",35,4
"49411","prepar","prepar",35,4
"49412","spain","spain",35,4
"49413","bland","bland",34,4
"49414","butter","butter",34,4
"49415","clean","clean",34,4
"49416","compar","compar",34,4
"49417","coupon","coupon",34,4
"49418","doesnt","doesnt",34,4
"49419","finish","finish",34,4
"49420","kitchen","kitchen",34,4
"49421","lack","lack",34,4
"49422","rate","rate",34,4
"49423","salti","salti",34,4
"49424","talk","talk",34,4
"49425","yet","yet",34,4
"49426","app","app",33,4
"49427","hen","hen",33,4
"49428","mention","mention",33,4
"49429","option","option",33,4
"49430","style","style",33,4
"49431","knew","knew",32,4
"49432","liter","liter",32,4
"49433","mash","mash",32,4
"49434","meatbal","meatbal",32,4
"49435","most","most",32,4
"49436","outstand","outstand",32,4
"49437","suggest","suggest",32,4
"49438","believ","believ",31,4
"49439","eaten","eaten",31,4
"49440","greet","greet",31,4
"49441","hit","hit",31,4
"49442","huge","huge",31,4
"49443","might","might",31,4
"49444","mouth","mouth",31,4
"49445","pitcher","pitcher",31,4
"49446","receiv","receiv",31,4
"49447","regular","regular",31,4
"49448","saw","saw",31,4
"49449","someon","someon",31,4
"49450","strong","strong",31,4
"49451","then","then",31,4
"49452","yum","yum",31,4
"49453","entir","entir",30,4
"49454","guacamol","guacamol",30,4
"49455","head","head",30,4
"49456","hostess","hostess",30,4
"49457","hotel","hotel",30,4
"49458","kept","kept",30,4
"49459","late","late",30,4
"49460","list","list",30,4
"49461","platter","platter",30,4
"49462","pricey","pricey",30,4
"49463","rest","rest",30,4
"49464","set","set",30,4
"49465","slight","slight",30,4
"49466","theyr","theyr",30,4
"49467","wont","wont",30,4
"49468","banana","banana",29,4
"49469","creativ","creativ",29,4
"49470","fast","fast",29,4
"49471","friday","friday",29,4
"49472","glad","glad",29,4
"49473","ingredi","ingredi",29,4
"49474","isnt","isnt",29,4
"49475","near","near",29,4
"49476","notic","notic",29,4
"49477","pick","pick",29,4
"49478","season","season",29,4
"49479","turn","turn",29,4
"49480","twice","twice",29,4
"49481","weird","weird",29,4
"49482","wouldnt","wouldnt",29,4
"49483","averag","averag",28,4
"49484","casual","casual",28,4
"49485","coffe","coffe",28,4
"49486","combin","combin",28,4
"49487","complet","complet",28,4
"49488","croquett","croquett",28,4
"49489","famili","famili",28,4
"49490","four","four",28,4
"49491","front","front",28,4
"49492","girl","girl",28,4
"49493","less","less",28,4
"49494","manchego","manchego",28,4
"49495","mediocr","mediocr",28,4
"49496","octopus","octopus",28,4
"49497","outsid","outsid",28,4
"49498","quail","quail",28,4
"49499","sound","sound",28,4
"49500","was","was",28,4
"49501","wed","wed",28,4
"49502","world","world",28,4
"49503","carpaccio","carpaccio",27,4
"49504","dip","dip",27,4
"49505","dress","dress",27,4
"49506","five","five",27,4
"49507","free","free",27,4
"49508","given","given",27,4
"49509","ham","ham",27,4
"49510","milk","milk",27,4
"49511","mind","mind",27,4
"49512","month","month",27,4
"49513","old","old",27,4
"49514","poor","poor",27,4
"49515","recent","recent",27,4
"49516","stuff","stuff",27,4
"49517","watch","watch",27,4
"49518","werent","werent",27,4
"49519","yes","yes",27,4
"49520","abl","abl",26,4
"49521","alreadi","alreadi",26,4
"49522","ball","ball",26,4
"49523","boyfriend","boyfriend",26,4
"49524","chop","chop",26,4
"49525","explain","explain",26,4
"49526","fact","fact",26,4
"49527","filet","filet",26,4
"49528","menus","menus",26,4
"49529","pass","pass",26,4
"49530","play","play",26,4
"49531","ravioli","ravioli",26,4
"49532","roast","roast",26,4
"49533","slice","slice",26,4
"49534","some","some",26,4
"49535","southern","southern",26,4
"49536","squid","squid",26,4
"49537","sub","sub",26,4
"49538","tortilla","tortilla",26,4
"49539","treat","treat",26,4
"49540","with","with",26,4
"49541","amazing","amazing",25,4
"49542","appl","appl",25,4
"49543","choos","choos",25,4
"49544","desert","desert",25,4
"49545","lettuc","lettuc",25,4
"49546","rather","rather",25,4
"49547","real","real",25,4
"49548","rich","rich",25,4
"49549","rude","rude",25,4
"49550","sad","sad",25,4
"49551","soft","soft",25,4
"49552","tip","tip",25,4
"49553","truffl","truffl",25,4
"49554","vegetarian","vegetarian",25,4
"49555","warm","warm",25,4
"49556","bake","bake",24,4
"49557","basic","basic",24,4
"49558","bay","bay",24,4
"49559","cola","cola",24,4
"49560","croqueta","croqueta",24,4
"49561","cut","cut",24,4
"49562","door","door",24,4
"49563","excellent","excellent",24,4
"49564","fair","fair",24,4
"49565","ipad","ipad",24,4
"49566","min","min",24,4
"49567","oxtail","oxtail",24,4
"49568","pleasant","pleasant",24,4
"49569","plus","plus",24,4
"49570","relax","relax",24,4
"49571","round","round",24,4
"49572","shop","shop",24,4
"49573","simpl","simpl",24,4
"49574","terribl","terribl",24,4
"49575","their","their",24,4
"49576","tini","tini",24,4
"49577","togeth","togeth",24,4
"49578","weekend","weekend",24,4
"49579","wow","wow",24,4
"49580","ago","ago",23,4
"49581","amaze","amaze",23,4
"49582","amount","amount",23,4
"49583","avail","avail",23,4
"49584","birthday","birthday",23,4
"49585","deliv","deliv",23,4
"49586","due","due",23,4
"49587","extra","extra",23,4
"49588","foster","foster",23,4
"49589","happen","happen",23,4
"49590","heard","heard",23,4
"49591","here","here",23,4
"49592","horribl","horribl",23,4
"49593","kid","kid",23,4
"49594","neighborhood","neighborhood",23,4
"49595","pasta","pasta",23,4
"49596","pictur","pictur",23,4
"49597","punk","punk",23,4
"49598","sorri","sorri",23,4
"49599","tea","tea",23,4
"49600","waffl","waffl",23,4
"49601","would","would",23,4
"49602","youll","youll",23,4
"49603","balsam","balsam",22,4
"49604","behind","behind",22,4
"49605","brais","brais",22,4
"49606","casino","casino",22,4
"49607","certain","certain",22,4
"49608","dark","dark",22,4
"49609","die","die",22,4
"49610","forward","forward",22,4
"49611","guess","guess",22,4
"49612","highland","highland",22,4
"49613","loud","loud",22,4
"49614","mike","mike",22,4
"49615","mojito","mojito",22,4
"49616","refresh","refresh",22,4
"49617","serious","serious",22,4
"49618","spend","spend",22,4
"49619","tartar","tartar",22,4
"49620","websit","websit",22,4
"49621","booth","booth",21,4
"49622","chose","chose",21,4
"49623","complaint","complaint",21,4
"49624","cone","cone",21,4
"49625","cute","cute",21,4
"49626","drive","drive",21,4
"49627","easi","easi",21,4
"49628","eye","eye",21,4
"49629","follow","follow",21,4
"49630","honest","honest",21,4
"49631","mean","mean",21,4
"49632","medium","medium",21,4
"49633","note","note",21,4
"49634","pack","pack",21,4
"49635","plenti","plenti",21,4
"49636","run","run",21,4
"49637","sprout","sprout",21,4
"49638","write","write",21,4
"49639","anyon","anyon",20,4
"49640","bean","bean",20,4
"49641","blue","blue",20,4
"49642","both","both",20,4
"49643","brussel","brussel",20,4
"49644","chang","chang",20,4
"49645","citi","citi",20,4
"49646","clear","clear",20,4
"49647","crave","crave",20,4
"49648","discount","discount",20,4
"49649","dollar","dollar",20,4
"49650","establish","establish",20,4
"49651","havent","havent",20,4
"49652","honey","honey",20,4
"49653","job","job",20,4
"49654","lobbi","lobbi",20,4
"49655","man","man",20,4
"49656","melt","melt",20,4
"49657","modern","modern",20,4
"49658","normal","normal",20,4
"49659","obvious","obvious",20,4
"49660","often","often",20,4
"49661","opinion","opinion",20,4
"49662","plan","plan",20,4
"49663","problem","problem",20,4
"49664","read","read",20,4
"49665","refil","refil",20,4
"49666","salt","salt",20,4
"49667","save","save",20,4
"49668","standard","standard",20,4
"49669","stick","stick",20,4
"49670","along","along",19,4
"49671","ayce","ayce",19,4
"49672","bone","bone",19,4
"49673","boy","boy",19,4
"49674","buffalo","buffalo",19,4
"49675","chair","chair",19,4
"49676","cheap","cheap",19,4
"49677","cold","cold",19,4
"49678","cost","cost",19,4
"49679","crowd","crowd",19,4
"49680","delicious","delicious",19,4
"49681","delight","delight",19,4
"49682","eric","eric",19,4
"49683","etc","etc",19,4
"49684","fall","fall",19,4
"49685","green","green",19,4
"49686","host","host",19,4
"49687","idea","idea",19,4
"49688","immedi","immedi",19,4
"49689","kinda","kinda",19,4
"49690","knowledg","knowledg",19,4
"49691","meet","meet",19,4
"49692","monday","monday",19,4
"49693","over","over",19,4
"49694","paid","paid",19,4
"49695","park","park",19,4
"49696","rare","rare",19,4
"49697","readi","readi",19,4
"49698","sampl","sampl",19,4
"49699","shot","shot",19,4
"49700","simpli","simpli",19,4
"49701","skip","skip",19,4
"49702","soon","soon",19,4
"49703","space","space",19,4
"49704","stand","stand",19,4
"49705","unfortun","unfortun",19,4
"49706","across","across",18,4
"49707","ambienc","ambienc",18,4
"49708","center","center",18,4
"49709","consist","consist",18,4
"49710","creat","creat",18,4
"49711","featur","featur",18,4
"49712","fruit","fruit",18,4
"49713","line","line",18,4
"49714","longer","longer",18,4
"49715","mall","mall",18,4
"49716","move","move",18,4
"49717","number","number",18,4
"49718","past","past",18,4
"49719","savori","savori",18,4
"49720","service","service",18,4
"49721","split","split",18,4
"49722","thin","thin",18,4
"49723","touch","touch",18,4
"49724","while","while",18,4
"49725","word","word",18,4
"49726","accommod","accommod",17,4
"49727","aioli","aioli",17,4
"49728","apolog","apolog",17,4
"49729","appreci","appreci",17,4
"49730","bitter","bitter",17,4
"49731","buck","buck",17,4
"49732","card","card",17,4
"49733","caus","caus",17,4
"49734","celebr","celebr",17,4
"49735","churro","churro",17,4
"49736","color","color",17,4
"49737","consid","consid",17,4
"49738","describ","describ",17,4
"49739","easili","easili",17,4
"49740","fabul","fabul",17,4
"49741","flan","flan",17,4
"49742","girlfriend","girlfriend",17,4
"49743","guest","guest",17,4
"49744","have","have",17,4
"49745","hear","hear",17,4
"49746","highlight","highlight",17,4
"49747","inform","inform",17,4
"49748","jam","jam",17,4
"49749","lemon","lemon",17,4
"49750","lol","lol",17,4
"49751","per","per",17,4
"49752","prefer","prefer",17,4
"49753","roll","roll",17,4
"49754","shell","shell",17,4
"49755","sign","sign",17,4
"49756","sort","sort",17,4
"49757","stars","stars",17,4
"49758","these","these",17,4
"49759","tonight","tonight",17,4
"49760","true","true",17,4
"49761","truli","truli",17,4
"49762","understand","understand",17,4
"49763","upon","upon",17,4
"49764","veget","veget",17,4
"49765","add","add",16,4
"49766","alcohol","alcohol",16,4
"49767","alon","alon",16,4
"49768","artichok","artichok",16,4
"49769","bunch","bunch",16,4
"49770","charg","charg",16,4
"49771","club","club",16,4
"49772","compliment","compliment",16,4
"49773","crisp","crisp",16,4
"49774","employe","employe",16,4
"49775","foie","foie",16,4
"49776","generous","generous",16,4
"49777","goe","goe",16,4
"49778","grab","grab",16,4
"49779","hate","hate",16,4
"49780","hell","hell",16,4
"49781","hubbi","hubbi",16,4
"49782","jersey","jersey",16,4
"49783","kick","kick",16,4
"49784","meh","meh",16,4
"49785","mine","mine",16,4
"49786","origin","origin",16,4
"49787","pair","pair",16,4
"49788","patata","patata",16,4
"49789","pickl","pickl",16,4
"49790","pineappl","pineappl",16,4
"49791","poutin","poutin",16,4
"49792","rock","rock",16,4
"49793","sauté","sauté",16,4
"49794","skull","skull",16,4
"49795","solid","solid",16,4
"49796","sunday","sunday",16,4
"49797","suppos","suppos",16,4
"49798","tres","tres",16,4
"49799","wall","wall",16,4
"49800","weve","weve",16,4
"49801","whatev","whatev",16,4
"49802","albondiga","albondiga",15,4
"49803","almond","almond",15,4
"49804","balanc","balanc",15,4
"49805","chanc","chanc",15,4
"49806","confit","confit",15,4
"49807","cotta","cotta",15,4
"49808","design","design",15,4
"49809","drop","drop",15,4
"49810","edgar","edgar",15,4
"49811","escargot","escargot",15,4
"49812","fanci","fanci",15,4
"49813","figur","figur",15,4
"49814","gazpacho","gazpacho",15,4
"49815","gone","gone",15,4
"49816","ink","ink",15,4
"49817","loung","loung",15,4
"49818","mussel","mussel",15,4
"49819","odd","odd",15,4
"49820","ordere","ordere",15,4
"49821","osso","osso",15,4
"49822","out","out",15,4
"49823","oyster","oyster",15,4
"49824","panna","panna",15,4
"49825","prompt","prompt",15,4
"49826","raspberri","raspberri",15,4
"49827","rush","rush",15,4
"49828","saffron","saffron",15,4
"49829","sausag","sausag",15,4
"49830","similar","similar",15,4
"49831","smile","smile",15,4
"49832","spice","spice",15,4
"49833","spinach","spinach",15,4
"49834","taken","taken",15,4
"49835","toward","toward",15,4
"49836","welcom","welcom",15,4
"49837","youd","youd",15,4
"49838","accompani","accompani",14,4
"49839","adventur","adventur",14,4
"49840","asparagus","asparagus",14,4
"49841","belli","belli",14,4
"49842","board","board",14,4
"49843","bomb","bomb",14,4
"49844","chat","chat",14,4
"49845","crazi","crazi",14,4
"49846","deserv","deserv",14,4
"49847","earli","earli",14,4
"49848","eggplant","eggplant",14,4
"49849","face","face",14,4
"49850","flat","flat",14,4
"49851","frequent","frequent",14,4
"49852","general","general",14,4
"49853","gras","gras",14,4
"49854","greasi","greasi",14,4
"49855","joke","joke",14,4
"49856","mark","mark",14,4
"49857","memor","memor",14,4
"49858","moist","moist",14,4
"49859","onlin","onlin",14,4
"49860","otherwis","otherwis",14,4
"49861","profession","profession",14,4
"49862","provid","provid",14,4
"49863","pull","pull",14,4
"49864","question","question",14,4
"49865","raw","raw",14,4
"49866","realiz","realiz",14,4
"49867","root","root",14,4
"49868","satisfi","satisfi",14,4
"49869","smooth","smooth",14,4
"49870","street","street",14,4
"49871","thi","thi",14,4
"49872","throughout","throughout",14,4
"49873","tradit","tradit",14,4
"49874","twist","twist",14,4
"49875","within","within",14,4
"49876","worst","worst",14,4
"49877","ahi","ahi",13,4
"49878","anyway","anyway",13,4
"49879","appear","appear",13,4
"49880","avoid","avoid",13,4
"49881","beet","beet",13,4
"49882","brioch","brioch",13,4
"49883","bucco","bucco",13,4
"49884","cart","cart",13,4
"49885","case","case",13,4
"49886","comment","comment",13,4
"49887","continu","continu",13,4
"49888","conveni","conveni",13,4
"49889","downstair","downstair",13,4
"49890","forgot","forgot",13,4
"49891","freddi","freddi",13,4
"49892","hint","hint",13,4
"49893","italian","italian",13,4
"49894","larger","larger",13,4
"49895","lech","lech",13,4
"49896","life","life",13,4
"49897","low","low",13,4
"49898","middl","middl",13,4
"49899","negra","negra",13,4
"49900","nut","nut",13,4
"49901","onli","onli",13,4
"49902","pea","pea",13,4
"49903","previous","previous",13,4
"49904","pud","pud",13,4
"49905","reduct","reduct",13,4
"49906","remind","remind",13,4
"49907","seen","seen",13,4
"49908","shank","shank",13,4
"49909","sometim","sometim",13,4
"49910","somewher","somewher",13,4
"49911","speak","speak",13,4
"49912","suck","suck",13,4
"49913","taro","taro",13,4
"49914","ton","ton",13,4
"49915","veggi","veggi",13,4
"49916","version","version",13,4
"49917","wast","wast",13,4
"49918","addit","addit",12,4
"49919","anywher","anywher",12,4
"49920","approach","approach",12,4
"49921","ass","ass",12,4
"49922","baconwrap","baconwrap",12,4
"49923","bbq","bbq",12,4
"49924","besid","besid",12,4
"49925","blend","blend",12,4
"49926","cherri","cherri",12,4
"49927","chunk","chunk",12,4
"49928","cilantro","cilantro",12,4
"49929","clam","clam",12,4
"49930","constant","constant",12,4
"49931","cover","cover",12,4
"49932","craft","craft",12,4
"49933","credit","credit",12,4
"49934","crunchi","crunchi",12,4
"49935","damn","damn",12,4
"49936","difficult","difficult",12,4
"49937","environ","environ",12,4
"49938","from","from",12,4
"49939","funni","funni",12,4
"49940","gamba","gamba",12,4
"49941","gin","gin",12,4
"49942","groupon","groupon",12,4
"49943","heavi","heavi",12,4
"49944","hesit","hesit",12,4
"49945","imagin","imagin",12,4
"49946","invit","invit",12,4
"49947","joint","joint",12,4
"49948","major","major",12,4
"49949","matter","matter",12,4
"49950","meant","meant",12,4
"49951","mess","mess",12,4
"49952","mood","mood",12,4
"49953","oliv","oliv",12,4
"49954","orang","orang",12,4
"49955","orzo","orzo",12,4
"49956","pata","pata",12,4
"49957","patron","patron",12,4
"49958","polit","polit",12,4
"49959","ridicul","ridicul",12,4
"49960","saute","saute",12,4
"49961","section","section",12,4
"49962","situat","situat",12,4
"49963","skirt","skirt",12,4
"49964","spread","spread",12,4
"49965","stood","stood",12,4
"49966","strawberri","strawberri",12,4
"49967","surf","surf",12,4
"49968","syrup","syrup",12,4
"49969","turf","turf",12,4
"49970","upstair","upstair",12,4
"49971","valu","valu",12,4
"49972","victorian","victorian",12,4
"49973","waitstaff","waitstaff",12,4
"49974","wild","wild",12,4
"49975","wouldv","wouldv",12,4
"49976","yelper","yelper",12,4
"49977","young","young",12,4
"49978","admit","admit",11,4
"49979","again","again",11,4
"49980","anchovi","anchovi",11,4
"49981","annoy","annoy",11,4
"49982","another","another",11,4
"49983","answer","answer",11,4
"49984","babi","babi",11,4
"49985","baconnegg","baconnegg",11,4
"49986","bare","bare",11,4
"49987","box","box",11,4
"49988","bright","bright",11,4
"49989","brunch","brunch",11,4
"49990","complain","complain",11,4
"49991","complimentari","complimentari",11,4
"49992","concoct","concoct",11,4
"49993","corn","corn",11,4
"49994","counter","counter",11,4
"49995","crepe","crepe",11,4
"49996","cup","cup",11,4
"49997","daili","daili",11,4
"49998","delish","delish",11,4
"49999","diner","diner",11,4
"50000","doubt","doubt",11,4
"50001","exact","exact",11,4
"50002","fell","fell",11,4
"50003","flag","flag",11,4
"50004","floor","floor",11,4
"50005","gear","gear",11,4
"50006","handl","handl",11,4
"50007","hummus","hummus",11,4
"50008","import","import",11,4
"50009","interior","interior",11,4
"50010","intim","intim",11,4
"50011","jumbo","jumbo",11,4
"50012","mild","mild",11,4
"50013","mini","mini",11,4
"50014","mistak","mistak",11,4
"50015","mozzarella","mozzarella",11,4
"50016","notch","notch",11,4
"50017","oil","oil",11,4
"50018","opt","opt",11,4
"50019","overpr","overpr",11,4
"50020","pace","pace",11,4
"50021","particular","particular",11,4
"50022","pic","pic",11,4
"50023","piquillo","piquillo",11,4
"50024","proceed","proceed",11,4
"50025","quiet","quiet",11,4
"50026","rave","rave",11,4
"50027","rip","rip",11,4
"50028","sear","sear",11,4
"50029","send","send",11,4
"50030","sent","sent",11,4
"50031","singl","singl",11,4
"50032","smaller","smaller",11,4
"50033","specialti","specialti",11,4
"50034","spectacular","spectacular",11,4
"50035","spent","spent",11,4
"50036","step","step",11,4
"50037","store","store",11,4
"50038","tough","tough",11,4
"50039","typic","typic",11,4
"50040","veal","veal",11,4
"50041","worri","worri",11,4
"50042","allow","allow",10,4
"50043","alright","alright",10,4
"50044","appeal","appeal",10,4
"50045","arent","arent",10,4
"50046","bathroom","bathroom",10,4
"50047","bigger","bigger",10,4
"50048","blow","blow",10,4
"50049","bourbon","bourbon",10,4
"50050","bowl","bowl",10,4
"50051","breakfast","breakfast",10,4
"50052","brie","brie",10,4
"50053","bruschetta","bruschetta",10,4
"50054","can","can",10,4
"50055","cheesi","cheesi",10,4
"50056","chewi","chewi",10,4
"50057","citrus","citrus",10,4
"50058","contain","contain",10,4
"50059","crab","crab",10,4
"50060","dude","dude",10,4
"50061","each","each",10,4
"50062","effici","effici",10,4
"50063","event","event",10,4
"50064","experienc","experienc",10,4
"50065","fail","fail",10,4
"50066","fault","fault",10,4
"50067","fav","fav",10,4
"50068","forget","forget",10,4
"50069","gem","gem",10,4
"50070","gotta","gotta",10,4
"50071","hes","hes",10,4
"50072","hold","hold",10,4
"50073","homemad","homemad",10,4
"50074","inside","inside",10,4
"50075","issu","issu",10,4
"50076","known","known",10,4
"50077","ladi","ladi",10,4
"50078","level","level",10,4
